"Assessment Year From","Assessment Year To","County","Land Assessed Value","Improvements Assessed Value","Personal Property Assessed Value","Exemptions","Net Total","Year To Year Change (%)"
"2008","2009","Lake","2671093864","4333899147","218388318","193470810","7029910519","11.7"
"2008","2009","Lassen","794097544","1403477853","130044717","56351934","2271268180","7.8"
"2008","2009","Los Angeles","568815251255","505911080539","47332949731","33013433219","1089045848306","9.1"
"2008","2009","Madera","4247285384","7998637814","626904327","423465044","12449362481","9.8"
"2008","2009","Marin","26984388980","29375786294","975065425","1334814315","56000426384","6.7"
"2008","2009","Mariposa","856841424","1214773622","67357845","22986885","2115986006","10.2"
"2008","2009","Mendocino","4371870065","5531573562","349453755","245546930","10007350452","8.8"
"2008","2009","Merced","6675501842","12842019035","969857867","391983321","20095395423","11.4"
"2008","2009","Modoc","495799162","485130400","91450843","22827713","1049552692","7.7"
"2008","2009","Mono","2142990386","3741019515","106521137","21279947","5969251091","16.1"
"2008","2009","Monterey","25365041610","27590870246","1728435896","1608033388","53076314364","9.5"
"2008","2009","Napa","11071007595","15593693689","1232829659","754507835","27143023108","9.4"
"2008","2009","Nevada","5807973103","10933866989","368430241","310322967","16799947366","9.4"
"2008","2009","Orange","239784662477","179253452241","18443190754","8007986015","429473319457","8.4"
"2008","2009","Placer","20057301967","39041305795","1893909171","1464324710","59528192223","8.5"
"2008","2009","Plumas","1604944514","2673202193","102442233","49608803","4330980137","10.5"
"2008","2009","Riverside","83026912963","157642711043","6239272406","3902687833","243006208579","16.6"
"2008","2009","Sacramento","40930993696","96149111884","5194347304","4385916213","137888536671","9.4"
"2008","2009","San Benito","2786310969","3730288765","307783102","73698368","6750684468","6.2"
"2008","2009","San Bernardino","55925305523","128476249319","7132054550","4334582589","187199026803","15.9"
"2008","2009","San Diego","184573764566","217757767526","15900494133","10337280508","407894745717","9.2"
"2008","2009","San Francisco","64674921050","78947585896","3980659641","5683418267","141919748320","8.5"
"2008","2009","San Joaquin","21068613985","41305610613","3642530435","1749993540","64266761493","9.2"
"2008","2009","San Luis Obispo","19413946142","22710015107","1350960911","547875574","42927046586","9.3"
"2008","2009","San Mateo","63204685909","76345997222","8427171553","3421812874","144556041810","7.7"
"2008","2009","Santa Barbara","29806611681","31038311497","2543291293","1904182221","61484032250","7.3"
"2008","2009","Santa Clara","140509073934","157171282376","22516806656","13201683330","306995479636","8.2"
"2008","2009","Santa Cruz","18429495620","16301916145","837259041","835325653","34733345153","7.4"
"2008","2009","Shasta","5303025346","11122379482","969707398","649292584","16745819642","9.5"
"2008","2009","Sierra","254832799","322841031","15946852","5058704","588561978","6"
"2008","2009","Siskiyou","1468716423","2799181095","259678641","154982228","4372593931","7.7"
"2008","2009","Solano","12489019182","32537328694","3330342487","1811711494","46544978869","9.9"
"2008","2009","Sonoma","27238387339","41714369799","2563783105","1565821012","69950719231","7.9"
"2008","2009","Stanislaus","11920629108","28057281961","2142968941","1696421199","40424458811","9.8"
"2008","2009","Sutter","2926283326","5552205209","511448071","220502242","8769434364","9.4"
"2008","2009","Tehama","1717877773","3397260581","236394791","132702535","5218830610","8.9"
"2008","2009","Totals","1999943474077","2483453491417","194847911329","123041361658","4555203515165","9.6"
"2008","2009","Trinity","507605023","644082565","35852467","19822844","1167717211","7.5"
"2008","2009","Tulare","8185664298","19005125910","1617913013","560045261","28248657960","12.6"
"2008","2009","Tuolumne","2283992529","4410890545","275485001","174160575","6796207500","8.2"
"2008","2009","Ventura","50860294021","55679365220","3915216349","2186739286","108268136304","8.1"
"2008","2009","Yolo","7093582198","13727567397","909873835","746293819","20984729611","8.6"
"2008","2009","Yuba","1944827033","3366007384","358216216","218453757","5450596876","11.8"
"2007","2008","Alameda","61180895385","129699725543","9494968594","4880559182","195495030340","8"
"2007","2008","Alpine","267833638","446087243","10597736","631457","723887160","13.1"
"2007","2008","Amador","1777910748","2807518415","175509692","117485626","4643453229","11.8"
"2007","2008","Butte","6395675670","11611289494","891138006","560270743","18337832427","9.5"
"2007","2008","Calaveras","2367244707","4716838014","138270359","57102135","7165250945","11.4"
"2007","2008","Colusa","1064474757","1388832439","153016434","30324081","2575999549","7.3"
"2007","2008","Contra Costa","65923209324","93040130253","3721305278","3216389272","159468255583","8.8"
"2007","2008","Del Norte","662995100","993463936","96251794","73995096","1678715734","11.5"
"2007","2008","El Dorado","9061972624","17862892670","726719585","408104012","27243480867","8.7"
"2007","2008","Fresno","17479179729","43615033598","3403356667","1956019102","62541550892","12.8"
"2007","2008","Glenn","1016370109","1236649925","237100236","36603761","2453516509","11.9"
"2007","2008","Humboldt","3683337795","6207354256","639352340","356035212","10174009179","8"
"2007","2008","Imperial","3695547781","6009806373","876689929","218998170","10363045913","19.3"
"2007","2008","Inyo","2267792848","1218918405","106083406","64731573","3528063086","5.8"
"2007","2008","Kern","32106288574","46126915845","2907639423","1483388282","79657455560","11.9"
"2007","2008","Kings","2221787363","5423713768","524168811","195417368","7974252574","12.2"
"2007","2008","Lake","2578660363","4144480544","200398596","157476282","6766063221","11.7"
"2007","2008","Lassen","740679062","1328094236","117517895","51287583","2135003610","7.1"
"2007","2008","Los Angeles","528328530631","476072577240","45729627002","31807459048","1018323275825","9.1"
"2007","2008","Madera","3980693390","7441368146","619858898","406831562","11635088872","9.7"
"2007","2008","Marin","25242453035","28030785973","947675801","1276134637","52944780172","6.7"
"2007","2008","Mariposa","804541426","1135859699","66065997","21135591","1985331531","10"
"2007","2008","Mendocino","4076121663","5229329221","337851992","229313520","9413989356","8.9"
"2007","2008","Merced","6831311306","13185836774","920910136","357866317","20580191899","11.3"
"2007","2008","Modoc","476803547","456304501","85895157","12879392","1006123813","6.3"
"2007","2008","Mono","1897115116","3412450034","93499950","21304358","5381760742","15.9"
"2007","2008","Monterey","24901675944","26855434239","1608858030","1525258157","51840710056","9.3"
"2007","2008","Napa","10418688551","14858438772","1035640967","693705527","25619062763","9.4"
"2007","2008","Nevada","5591557235","10448229776","363488488","257172102","16146103397","9.4"
"2007","2008","Orange","232500290385","168513731952","19038410041","6668831027","413383601351","8.3"
"2007","2008","Placer","19964758969","37624743067","1803466793","1199543342","58193425487","8.5"
"2007","2008","Plumas","1527997829","2418968728","93658512","44941382","3995683687","10.2"
"2007","2008","Riverside","77065952312","160053640684","5798440344","3360542560","239557490780","16.6"
"2007","2008","Sacramento","39731512937","94775730240","4881704504","3953043359","135435904322","9.3"
"2007","2008","San Benito","2793454912","3811604895","275545666","70035194","6810570279","6.2"
"2007","2008","San Bernardino","52335857542","122849097502","6595188627","3841339258","177938804413","15.5"
"2007","2008","San Diego","176074513009","208811013557","15218495020","9462974330","390641047256","9.2"
"2007","2008","San Francisco","58491661239","73474980633","3547013520","4870566849","130643088543","8.4"
"2007","2008","San Joaquin","21902601761","41205773639","3261790345","1579784391","64790381354","9"
"2007","2008","San Luis Obispo","18452023617","21626603626","1204368731","492860265","40790135709","8.9"
"2007","2008","San Mateo","58183024395","71831473684","7062065749","3214251165","133862312663","7.8"
"2007","2008","Santa Barbara","28175270711","29921238676","2377386829","1775790318","58698105898","7.3"
"2007","2008","Santa Clara","130757277628","147576660104","20895366260","12265992738","286963311254","8.2"
"2007","2008","Santa Cruz","17803968339","15757824577","824289188","759551639","33626530465","7.4"
"2007","2008","Shasta","4963707879","10613887817","930520234","607282129","15900833801","9.4"
"2007","2008","Sierra","247132562","306999456","16294855","4870886","565555987","6.4"
"2007","2008","Siskiyou","1391421623","2599607636","240040522","132046272","4099023509","8"
"2007","2008","Solano","12748088422","32631205529","3040036559","1554466220","46864864290","9.9"
"2007","2008","Sonoma","26468278111","40572642252","2473604411","1407725014","68106799760","7.9"
"2007","2008","Stanislaus","14448454202","28464770868","1954320719","1522013751","43345532038","9.8"
"2007","2008","Sutter","2814062628","5505524148","500030417","146016794","8673600399","8.6"
"2007","2008","Tehama","1634224905","3186093187","221596833","104635439","4937279486","8.8"
"2007","2008","Totals","1894697348480","2383808013416","185219227855","112946917905","4350777671846","9.6"
"2007","2008","Trinity","479347573","595265667","36153299","17653312","1093113227","7.5"
"2007","2008","Tulare","7737298281","17931103830","1524282479","479903064","26712781526","12.4"
"2007","2008","Tuolumne","2152440178","4164646015","259725209","164631646","6412179756","8.2"
"2007","2008","Ventura","47932693815","55182619152","3736848721","1913549760","104938611928","8"
"2007","2008","Yolo","6880074086","13278373038","827789278","657054838","20329181564","8.6"
"2007","2008","Yuba","1998611209","3517829925","351336991","201141815","5666636310","11.6"
"2006","2007","Alameda","56152080000","120129649000","9098160000","4312368000","181067521000","9.5"
"2006","2007","Alpine","237157000","393918000","9419000","621000","639874000","9.4"
"2006","2007","Amador","1542047000","2544074000","154776000","88029000","4152868000","12.7"
"2006","2007","Butte","5764513000","10714296000","825059000","556953000","16746914000","11.4"
"2006","2007","Calaveras","2097874000","4254084000","130653000","50411000","6432200000","16.9"
"2006","2007","Colusa","1003393000","1282332000","142166000","26553000","2401338000","12.5"
"2006","2007","Contra Costa","59641812000","86212140000","3510554000","2845728000","146518778000","11.7"
"2006","2007","Del Norte","573310000","914442000","85371000","67615000","1505509000","10.2"
"2006","2007","El Dorado","8279068000","16508482000","652768000","372298000","25068020000","13.6"
"2006","2007","Fresno","15432305000","38545894000","3251856000","1775883000","55454171000","13.5"
"2006","2007","Glenn","886683000","1113560000","223875000","32363000","2191756000","9.7"
"2006","2007","Humboldt","3387697000","5768467000","588647000","323629000","9421182000","9.5"
"2006","2007","Imperial","2997772000","5017428000","881343000","208113000","8688431000","9.2"
"2006","2007","Inyo","2098171000","1173791000","102011000","40693000","3333281000","8.7"
"2006","2007","Kern","28690352000","41273755000","2533678000","1324511000","71173274000","21.6"
"2006","2007","Kings","1928442000","4900205000","471493000","192846000","7107294000","10.7"
"2006","2007","Lake","2283518000","3735391000","186288000","148432000","6056765000","14.5"
"2006","2007","Lassen","692628000","1248374000","107394000","55507000","1992888000","9.2"
"2006","2007","Los Angeles","474562677000","444401560000","42580445000","28028410000","933516272000","10.6"
"2006","2007","Madera","3417077000","7004051000","565477000","375798000","10610807000","16.2"
"2006","2007","Marin","23417271000","26465035000","939096000","1195680000","49625722000","8.3"
"2006","2007","Mariposa","722928000","1035921000","64576000","19076000","1804349000","12.5"
"2006","2007","Mendocino","3674011000","4875490000","309504000","213864000","8645141000","8.4"
"2006","2007","Merced","5920663000","12043335000","862066000","332314000","18493750000","20.7"
"2006","2007","Modoc","445688000","435093000","76870000","11521000","946130000","7.3"
"2006","2007","Mono","1598777000","2967364000","94589000","17101000","4643629000","19.8"
"2006","2007","Monterey","22563699000","25174950000","1645578000","1471788000","47912438000","11.3"
"2006","2007","Napa","9408133000","13737346000","907924000","636672000","23416731000","10.7"
"2006","2007","Nevada","5056918000","9605983000","340167000","249928000","14753141000","12.5"
"2006","2007","Orange","211238535000","159663498000","17289693000","6624844000","381566882000","11.2"
"2006","2007","Placer","18429672000","34677179000","1619034000","1082091000","53643794000","16.1"
"2006","2007","Plumas","1364158000","2219019000","87138000","42841000","3627475000","9.9"
"2006","2007","Riverside","66384602000","136792190000","5354526000","2999556000","205531763000","22.8"
"2006","2007","Sacramento","35395099000","87261757000","4623453000","3408094000","123872215000","14.9"
"2006","2007","San Benito","2594579000","3633181000","254776000","66855000","6415681000","9.9"
"2006","2007","San Bernardino","44483010000","107661502000","5507517000","3600862000","154051168000","17.7"
"2006","2007","San Diego","158460301000","193222716000","14536399000","8571095000","357648321000","12.1"
"2006","2007","San Francisco","53027801000","68286422000","3506008000","4302586000","120517645000","7.6"
"2006","2007","San Joaquin","19639524000","38085790000","3149049000","1453340000","59421023000","17.1"
"2006","2007","San Luis Obispo","16663467000","20081499000","1139779000","441411000","37443334000","11.6"
"2006","2007","San Mateo","53658527000","67064571000","6439407000","3014920000","124147586000","8.6"
"2006","2007","Santa Barbara","26003068000","28035084000","2255804000","1590750000","54703206000","10.2"
"2006","2007","Santa Clara","119081511000","136947442000","20312506000","11164854000","265176604000","8.9"
"2006","2007","Santa Cruz","16376944000","14823882000","796565000","697205000","31300186000","9.3"
"2006","2007","Shasta","4447430000","9805073000","855192000","578542000","14529154000","11.8"
"2006","2007","Sierra","232857000","287619000","15256000","4177000","531555000","9"
"2006","2007","Siskiyou","1287089000","2392123000","233376000","116038000","3796550000","9.7"
"2006","2007","Solano","11315187000","30061265000","2425504000","1163378000","42638579000","13.7"
"2006","2007","Sonoma","24383803000","37562601000","2473248000","1289711000","63129941000","10.6"
"2006","2007","Stanislaus","12251475000","26597716000","1837613000","1214376000","39472428000","16.8"
"2006","2007","Sutter","2575448000","5116965000","461399000","165839000","7987973000","16.3"
"2006","2007","Tehama","1493562000","2929226000","206130000","92461000","4536457000","15.9"
"2006","2007","Totals","1705153332000","2195408174000","173025450000","101881424000","3971705531000","12.1"
"2006","2007","Trinity","445978000","550020000","36071000","15177000","1016893000","9.9"
"2006","2007","Tulare","6671406000","16267921000","1268532000","438539000","23769321000","13.8"
"2006","2007","Tuolumne","1965088000","3857058000","256763000","153194000","5925714000","11"
"2006","2007","Ventura","42773639000","52621503000","3609030000","1817686000","97186485000","11.6"
"2006","2007","Yolo","6230718000","12300022000","793199000","603680000","18720259000","14.7"
"2006","2007","Yuba","1802188000","3126918000","340679000","192619000","5077167000","26.4"
"2005","2006","Alameda","50968308000","109784541000","8878913000","4209192000","165422569000","9.1"
"2005","2006","Alpine","214892000","360468000","10240000","610000","584990000","12.6"
"2005","2006","Amador","1302519000","2327176000","138570000","81944000","3686321000","13.7"
"2005","2006","Butte","5050452000","9779532000","762367000","557133000","15035218000","10"
"2005","2006","Calaveras","1732753000","3691640000","123365000","47179000","5500580000","14.2"
"2005","2006","Colusa","872391000","1117741000","169206000","24806000","2134531000","11.2"
"2005","2006","Contra Costa","51824378000","78643456000","3336911000","2641323000","131163422000","10.5"
"2005","2006","Del Norte","511598000","843471000","80008000","68543000","1366533000","8.5"
"2005","2006","El Dorado","7099094000","14728376000","580023000","342896000","22064596000","14.3"
"2005","2006","Fresno","13374607000","33911830000","3036457000","1457861000","48865034000","10.6"
"2005","2006","Glenn","804768000","1010373000","209501000","26822000","1997819000","8"
"2005","2006","Humboldt","3052704000","5293982000","567379000","308937000","8605127000","9.3"
"2005","2006","Imperial","2747152000","4616997000","777785000","187387000","7954548000","7.8"
"2005","2006","Inyo","1892084000","1123000000","94486000","42655000","3066916000","10.8"
"2005","2006","Kern","23754175000","33704611000","2259316000","1176590000","58541513000","15.2"
"2005","2006","Kings","1764067000","4415183000","414174000","170563000","6422861000","9.9"
"2005","2006","Lake","1986453000","3269051000","166056000","133764000","5287797000","11.9"
"2005","2006","Lassen","616077000","1153981000","106162000","51273000","1824947000","6.5"
"2005","2006","Los Angeles","415033991000","413218017000","39554907000","23868039000","843938876000","9.7"
"2005","2006","Madera","2784144000","6188966000","523563000","361559000","9135115000","12.7"
"2005","2006","Marin","21129201000","24807774000","949528000","1082401000","45804102000","8.8"
"2005","2006","Mariposa","615382000","946697000","58045000","16546000","1603577000","8.6"
"2005","2006","Mendocino","3332600000","4528294000","307577000","190153000","7978318000","8.5"
"2005","2006","Merced","4688014000","10138754000","805903000","315641000","15317030000","15.9"
"2005","2006","Modoc","412967000","408141000","71929000","11255000","881783000","6.2"
"2005","2006","Mono","1344733000","2467412000","82390000","19207000","3875329000","13"
"2005","2006","Monterey","19723195000","23188377000","1482698000","1329452000","43064817000","10.7"
"2005","2006","Napa","8374282000","12553315000","843564000","627227000","21143933000","11.1"
"2005","2006","Nevada","4368237000","8662943000","313029000","235706000","13108504000","12.2"
"2005","2006","Orange","183023683000","149912629000","15869795000","5600576000","343205530000","9.9"
"2005","2006","Placer","15453304000","30204071000","1538429000","994626000","46201178000","14.6"
"2005","2006","Plumas","1200845000","2065952000","77369000","42106000","3302060000","11.8"
"2005","2006","Riverside","52542353000","112798964000","4975332000","2937094000","167379554000","19.6"
"2005","2006","Sacramento","29831257000","76618504000","4493222000","3178329000","107764655000","14.6"
"2005","2006","San Benito","2340213000","3306899000","248125000","58635000","5836602000","9.2"
"2005","2006","San Bernardino","36567782000","91853925000","5750476000","3258407000","130913775000","14.2"
"2005","2006","San Diego","137276347000","175907765000","13891806000","7919474000","319156445000","13.1"
"2005","2006","San Francisco","48278509000","64291494000","3476725000","3995388000","112051340000","6.6"
"2005","2006","San Joaquin","15772024000","33379369000","2944754000","1370192000","50725955000","14.8"
"2005","2006","San Luis Obispo","14401329000","18431741000","1107711000","392851000","33547929000","10.8"
"2005","2006","San Mateo","48578083000","62169466000","6218903000","2686052000","114280400000","7.3"
"2005","2006","Santa Barbara","23105561000","25845133000","2229628000","1546652000","49633669000","10.3"
"2005","2006","Santa Clara","106400315000","128022400000","19627719000","10502880000","243547553000","7.9"
"2005","2006","Santa Cruz","14646468000","13845122000","766653000","629764000","28628479000","9.7"
"2005","2006","Shasta","3820300000","8900372000","799476000","528795000","12991354000","9.6"
"2005","2006","Sierra","212503000","265599000","14717000","4959000","487860000","6.6"
"2005","2006","Siskiyou","1163122000","2187994000","217913000","106614000","3462416000","8"
"2005","2006","Solano","9979079000","26590047000","1967200000","1047333000","37488993000","12.7"
"2005","2006","Sonoma","21583741000","34364030000","2325972000","1168979000","57104764000","9.5"
"2005","2006","Stanislaus","10265274000","22679807000","1737989000","887278000","33795792000","14.7"
"2005","2006","Sutter","2176229000","4418655000","436712000","162109000","6869487000","11.4"
"2005","2006","Tehama","1238671000","2579302000","183585000","87045000","3914513000","13.6"
"2005","2006","Totals","1483186988000","1987181028000","163580283000","91747391000","3542200908000","10.9"
"2005","2006","Trinity","406543000","496630000","35177000","12695000","925655000","8.1"
"2005","2006","Tulare","5589187000","14538321000","1175962000","413397000","20890072000","9.6"
"2005","2006","Tuolumne","1739644000","3507757000","238787000","146677000","5339511000","10.5"
"2005","2006","Ventura","37445676000","47910231000","3449776000","1758481000","87047202000","10.4"
"2005","2006","Yolo","5336064000","10773847000","747591000","542077000","16315425000","12.8"
"2005","2006","Yuba","1437667000","2430902000","328730000","181264000","4016034000","24.3"
"2004","2005","Alameda","46697398000","100296013000","8518925000","3837925000","151674411000","6.4"
"2004","2005","Alpine","179875000","322287000","13163000","599000","514725000","9.7"
"2004","2005","Amador","1082232000","2111645000","123287000","74902000","3242263000","9.2"
"2004","2005","Butte","4527353000","8935072000","741228000","538466000","13665187000","8.7"
"2004","2005","Calaveras","1510281000","3234589000","116991000","43243000","4818618000","11"
"2004","2005","Colusa","816333000","977549000","142999000","18115000","1918767000","1.2"
"2004","2005","Contra Costa","45534357000","72405560000","3167502000","2413502000","118693917000","8.9"
"2004","2005","Del Norte","467559000","774573000","78943000","61656000","1259419000","5.5"
"2004","2005","El Dorado","6080543000","12970265000","550196000","301895000","19299109000","10.8"
"2004","2005","Fresno","12141132000","30310157000","3140071000","1390522000","44200837000","9"
"2004","2005","Glenn","734560000","932354000","208279000","25290000","1849903000","6"
"2004","2005","Humboldt","2765495000","4870706000","524254000","287630000","7872826000","7.5"
"2004","2005","Imperial","2509790000","4286630000","740566000","159326000","7377660000","2"
"2004","2005","Inyo","1735415000","984988000","89503000","41175000","2768731000","1.8"
"2004","2005","Kern","19700301000","29831486000","2362427000","1094198000","50800017000","7.6"
"2004","2005","Kings","1528132000","4061599000","405073000","152901000","5841902000","5.7"
"2004","2005","Lake","1766440000","2904030000","155502000","98717000","4727256000","9.5"
"2004","2005","Lassen","577995000","1074659000","105687000","45085000","1713256000","4.6"
"2004","2005","Los Angeles","366358717000","385199857000","41506298000","23674327000","769390544000","7.2"
"2004","2005","Madera","2377065000","5593194000","477590000","344477000","8103373000","12.8"
"2004","2005","Marin","18906326000","23263437000","934800000","1005081000","42099482000","6.8"
"2004","2005","Mariposa","555397000","878869000","57123000","15329000","1476060000","6.6"
"2004","2005","Mendocino","3036800000","4191752000","294902000","169826000","7353627000","6.5"
"2004","2005","Merced","3905263000","8844099000","737752000","275744000","13211371000","10.7"
"2004","2005","Modoc","388079000","382506000","70025000","10441000","830168000","2.6"
"2004","2005","Mono","1165340000","2191467000","85482000","13364000","3428926000","10.7"
"2004","2005","Monterey","17508273000","21291717000","1343225000","1235833000","38907382000","7.3"
"2004","2005","Napa","7491464000","11314072000","794865000","572353000","19028049000","9.3"
"2004","2005","Nevada","3794358000","7780489000","295964000","188729000","11682082000","10.6"
"2004","2005","Orange","159617681000","141836500000","16078553000","5250982000","312281751000","8.3"
"2004","2005","Placer","13142220000","26574165000","1494526000","892087000","40318824000","12.5"
"2004","2005","Plumas","1026575000","1893285000","74229000","41166000","2952922000","8.3"
"2004","2005","Riverside","43948406000","94102106000","4628969000","2674364000","140005117000","13.8"
"2004","2005","Sacramento","25652877000","66881823000","4371673000","2867469000","94038904000","11.6"
"2004","2005","San Benito","2127226000","3039196000","240132000","59442000","5347111000","6.9"
"2004","2005","San Bernardino","31511027000","80770125000","5159236000","2781887000","114658502000","10.5"
"2004","2005","San Diego","117332258000","159114268000","13056167000","7373937000","282128755000","10"
"2004","2005","San Francisco","44383604000","60741259000","3675195000","3655940000","105144118000","6.4"
"2004","2005","San Joaquin","13568254000","29204604000","2683224000","1265302000","44190780000","12"
"2004","2005","San Luis Obispo","12661487000","16903455000","1027588000","315296000","30277233000","9.2"
"2004","2005","San Mateo","43900015000","58367667000","6487459000","2282188000","106472952000","4.5"
"2004","2005","Santa Barbara","20418287000","23724240000","2211897000","1375308000","44979116000","8.5"
"2004","2005","Santa Clara","95652088000","119790342000","19405996000","9220121000","225628306000","2.2"
"2004","2005","Santa Cruz","13111134000","12751035000","843771000","606421000","26099519000","6.9"
"2004","2005","Shasta","3432213000","8154236000","769480000","498856000","11857073000","7.7"
"2004","2005","Sierra","197556000","252535000","13338000","4611000","458818000","3.9"
"2004","2005","Siskiyou","1073501000","2026276000","204463000","98911000","3205329000","5.3"
"2004","2005","Solano","8935532000","23434314000","1898741000","997496000","33271091000","9.6"
"2004","2005","Sonoma","19581094000","31340886000","2300213000","1050770000","52171423000","8.1"
"2004","2005","Stanislaus","8774016000","19780958000","1720480000","807144000","29468309000","9.7"
"2004","2005","Sutter","1899382000","3996917000","409478000","140949000","6164827000","8.1"
"2004","2005","Tehama","1073945000","2299454000","163521000","89970000","3446950000","7.4"
"2004","2005","Totals","1304305215000","1812323059000","162274130000","85279440000","3193622963000","8"
"2004","2005","Trinity","381312000","451801000","34625000","11740000","855997000","5.7"
"2004","2005","Tulare","5060730000","13291189000","1089318000","382224000","19059013000","5.7"
"2004","2005","Tuolumne","1570086000","3174692000","226077000","138680000","4832175000","8.3"
"2004","2005","Ventura","32804897000","44554262000","3130580000","1631696000","78858044000","9"
"2004","2005","Yolo","4519883000","9662301000","791027000","503763000","14469449000","9.1"
"2004","2005","Yuba","1105659000","1993545000","301554000","170070000","3230688000","12.2"
"2003","2004","Alameda","43648987000","93244865000","8946080000","3248668000","142591263000","6.5"
"2003","2004","Alpine","164718000","294342000","11673000","1388000","469345000","19.3"
"2003","2004","Amador","993866000","1933243000","111734000","70583000","2968260000","7.4"
"2003","2004","Butte","4180938000","8140091000","739509000","488560000","12571977000","5.9"
"2003","2004","Calaveras","1381707000","2881411000","113159000","34787000","4341489000","10.7"
"2003","2004","Colusa","780395000","972146000","162302000","18063000","1896779000","3.2"
"2003","2004","Contra Costa","41088327000","66998546000","3190706000","2256845000","109020734000","8.1"
"2003","2004","Del Norte","441977000","731164000","79742000","58954000","1193929000","3.3"
"2003","2004","El Dorado","5549572000","11588215000","561150000","276722000","17422214000","10"
"2003","2004","Fresno","11372332000","27570318000","2911066000","1301229000","40552487000","6.3"
"2003","2004","Glenn","686827000","885779000","195501000","22509000","1745598000","5.2"
"2003","2004","Humboldt","2580289000","4529358000","480405000","264187000","7325864000","4.7"
"2003","2004","Imperial","2418808000","4233414000","668010000","86874000","7233358000","8"
"2003","2004","Inyo","1697794000","967168000","91391000","36361000","2719992000","0.2"
"2003","2004","Kern","17884502000","28201641000","2175049000","1027973000","47233219000","5"
"2003","2004","Kings","1481916000","3764362000","410665000","127797000","5529145000","12.3"
"2003","2004","Lake","1632363000","2638085000","150599000","103343000","4317705000","7.7"
"2003","2004","Lassen","549373000","1027343000","105611000","44134000","1638193000","4.5"
"2003","2004","Los Angeles","331307811000","366549889000","41664330000","22025312000","717496718000","7.4"
"2003","2004","Madera","2184515000","4854931000","471092000","327743000","7182795000","7.1"
"2003","2004","Marin","17296771000","22076240000","956402000","916623000","39412790000","6.8"
"2003","2004","Mariposa","523405000","820540000","55190000","14581000","1384555000","5.2"
"2003","2004","Mendocino","2838506000","3916104000","300402000","148392000","6906620000","5.9"
"2003","2004","Merced","3455628000","7944945000","707306000","170618000","11937260000","7.9"
"2003","2004","Modoc","372644000","380542000","65904000","9726000","809364000","3.7"
"2003","2004","Mono","1048424000","1977797000","83431000","10898000","3098753000","12.7"
"2003","2004","Monterey","16022369000","20069567000","1315696000","1157406000","36250226000","6.6"
"2003","2004","Napa","6878773000","10315202000","757092000","548397000","17402670000","10"
"2003","2004","Nevada","3395748000","7077324000","275918000","184935000","10564054000","9.1"
"2003","2004","Orange","140993390000","135722932000","16441068000","4841658000","288315733000","6.7"
"2003","2004","Placer","11724522000","23420950000","1512637000","814624000","35843485000","12.8"
"2003","2004","Plumas","937441000","1749758000","63274000","23600000","2726873000","9.3"
"2003","2004","Riverside","38680656000","82445976000","4182521000","2335726000","122973426000","11.8"
"2003","2004","Sacramento","23316031000","59242553000","4257035000","2529816000","84285803000","8.8"
"2003","2004","San Benito","1967352000","2862213000","230773000","57189000","5003150000","7"
"2003","2004","San Bernardino","28327175000","72927365000","5139684000","2609032000","103785193000","8.6"
"2003","2004","San Diego","103818122000","146083118000","13393578000","6878242000","256416576000","9.5"
"2003","2004","San Francisco","40778606000","57505939000","3808383000","3272758000","98820170000","4.7"
"2003","2004","San Joaquin","12052579000","26074990000","2508480000","1192400000","39443649000","9.5"
"2003","2004","San Luis Obispo","11412542000","15570158000","1060507000","318074000","27725132000","8.2"
"2003","2004","San Mateo","40601663000","55863429000","7715717000","2318861000","101861948000","5.4"
"2003","2004","Santa Barbara","18458288000","22229573000","2077273000","1303989000","41461146000","6.8"
"2003","2004","Santa Clara","89101067000","118019704000","21786678000","8083283000","220824167000","3"
"2003","2004","Santa Cruz","12066953000","11996677000","910029000","558345000","24415314000","6.6"
"2003","2004","Shasta","3199875000","7504979000","763938000","454520000","11014272000","7"
"2003","2004","Sierra","188628000","243021000","14420000","4595000","441475000","4.6"
"2003","2004","Siskiyou","1011570000","1920688000","206749000","94716000","3044291000","4.4"
"2003","2004","Solano","8161031000","21271520000","1668065000","735283000","30365333000","10"
"2003","2004","Sonoma","17945512000","28945419000","2338124000","964606000","48264449000","8.2"
"2003","2004","Stanislaus","7894802000","18431417000","1300219000","754899000","26871539000","8.9"
"2003","2004","Sutter","1786102000","3629365000","419967000","131404000","5704028000","7.3"
"2003","2004","Tehama","987416000","2133256000","162707000","74925000","3208454000","5"
"2003","2004","Totals","1179724126000","1690872036000","165177347000","77943192000","2957830317000","7.3"
"2003","2004","Trinity","362852000","421956000","35350000","10318000","809840000","4.8"
"2003","2004","Tulare","4783758000","12534075000","1053471000","335512000","18035792000","5.1"
"2003","2004","Tuolumne","1450945000","2912921000","217876000","121018000","4460725000","7.5"
"2003","2004","Ventura","28811542000","41959149000","3112063000","1534483000","72348271000","8.2"
"2003","2004","Yolo","4079661000","8864736000","757142000","439259000","13262279000","6.9"
"2003","2004","Yuba","964760000","1799626000","282506000","166449000","2880443000","6.9"
"2002","2003","Alameda","40880384000","86485769000","9825998000","3320092000","133872060000","7.7"
"2002","2003","Alpine","141584000","243215000","10073000","1515000","393357000","21"
"2002","2003","Amador","921059000","1809114000","104566000","70176000","2764562000","6.9"
"2002","2003","Butte","3908845000","7617813000","726197000","379505000","11873351000","6.8"
